trait	trait_id	trait_name	description	value	value_description	alternative_value	type	source_token	source_name
t1891_rectal_tenesmus	1891	rectal_tenesmus	How was your rectal tenesmus during the last 24 hours?	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t1891_rectal_tenesmus	1891	rectal_tenesmus	How was your rectal tenesmus during the last 24 hours?	9999999	missing		discrete	QUPG	question form popgen
t1892_fever_last_week	1892	fever_last_week	Did you have fever (more than 37,8 °C) during the last 7 days?	0	unknown		discrete	QUPG	question form popgen
t1892_fever_last_week	1892	fever_last_week	Did you have fever (more than 37,8 °C) during the last 7 days?	1	yes		discrete	QUPG	question form popgen
t1892_fever_last_week	1892	fever_last_week	Did you have fever (more than 37,8 °C) during the last 7 days?	2	no		discrete	QUPG	question form popgen
t1892_fever_last_week	1892	fever_last_week	Did you have fever (more than 37,8 °C) during the last 7 days?	3	do not know		discrete	QUPG	question form popgen
t1892_fever_last_week	1892	fever_last_week	Did you have fever (more than 37,8 °C) during the last 7 days?	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t1892_fever_last_week	1892	fever_last_week	Did you have fever (more than 37,8 °C) during the last 7 days?	9999999	missing		discrete	QUPG	question form popgen
t1910_stool_day	1910	stool_day	Date of taking stool sample: day	1 - 31			continuous	SACS	sample accompanying sheet
t1910_stool_day	1910	stool_day	Date of taking stool sample: day	7777777	unreadable/inconsistent		continuous	SACS	sample accompanying sheet
t1910_stool_day	1910	stool_day	Date of taking stool sample: day	9999999	missing		continuous	SACS	sample accompanying sheet
t1911_stool_month	1911	stool_month	Date of taking stool sample: month	1 - 12			continuous	SACS	sample accompanying sheet
t1911_stool_month	1911	stool_month	Date of taking stool sample: month	7777777	unreadable/inconsistent		continuous	SACS	sample accompanying sheet
t1911_stool_month	1911	stool_month	Date of taking stool sample: month	9999999	missing		continuous	SACS	sample accompanying sheet
t1912_stool_year	1912	stool_year	Date of taking stool sample: year	1900 - 2100			continuous	SACS	sample accompanying sheet
t1912_stool_year	1912	stool_year	Date of taking stool sample: year	7777777	unreadable/inconsistent		continuous	SACS	sample accompanying sheet
t1912_stool_year	1912	stool_year	Date of taking stool sample: year	9999999	missing		continuous	SACS	sample accompanying sheet
t1913_stool_hour	1913	stool_hour	Time of taking stool sample: hour	0 - 23			continuous	SACS	sample accompanying sheet
t1913_stool_hour	1913	stool_hour	Time of taking stool sample: hour	7777777	unreadable/inconsistent		continuous	SACS	sample accompanying sheet
t1913_stool_hour	1913	stool_hour	Time of taking stool sample: hour	9999999	missing		continuous	SACS	sample accompanying sheet
t1914_stool_minute	1914	stool_minute	Time of taking stool sample: minute	0 - 59			continuous	SACS	sample accompanying sheet
t1914_stool_minute	1914	stool_minute	Time of taking stool sample: minute	7777777	unreadable/inconsistent		continuous	SACS	sample accompanying sheet
t1914_stool_minute	1914	stool_minute	Time of taking stool sample: minute	9999999	missing		continuous	SACS	sample accompanying sheet
t1915_diabetes_type_2	1915	diabetes_type_2	Which type of diabetes has been diagnosed? (2)	0	unknown		discrete	QUPG	question form popgen
t1915_diabetes_type_2	1915	diabetes_type_2	Which type of diabetes has been diagnosed? (2)	1	juvenile-onset diabetes (I)		discrete	QUPG	question form popgen
t1915_diabetes_type_2	1915	diabetes_type_2	Which type of diabetes has been diagnosed? (2)	2	adult onset diabetes (II)		discrete	QUPG	question form popgen
t1915_diabetes_type_2	1915	diabetes_type_2	Which type of diabetes has been diagnosed? (2)	3	other diabetes		discrete	QUPG	question form popgen
t1915_diabetes_type_2	1915	diabetes_type_2	Which type of diabetes has been diagnosed? (2)	4	do not know		discrete	QUPG	question form popgen
t1915_diabetes_type_2	1915	diabetes_type_2	Which type of diabetes has been diagnosed? (2)	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t1915_diabetes_type_2	1915	diabetes_type_2	Which type of diabetes has been diagnosed? (2)	9999999	missing		discrete	QUPG	question form popgen
t1916_diabetes_2_year	1916	diabetes_2_year	Which year did the second diabetes occur?	1900 - 2030			continuous	QUPG	question form popgen
t1916_diabetes_2_year	1916	diabetes_2_year	Which year did the second diabetes occur?	7777777	unreadable/inconsistent		continuous	QUPG	question form popgen
t1916_diabetes_2_year	1916	diabetes_2_year	Which year did the second diabetes occur?	9999999	missing		continuous	QUPG	question form popgen
t1917_diabetes_2_age	1917	diabetes_2_age	How old have you been when the second diabetes occured?	0 - 110			continuous	QUPG	question form popgen
t1917_diabetes_2_age	1917	diabetes_2_age	How old have you been when the second diabetes occured?	7777777	unreadable/inconsistent		continuous	QUPG	question form popgen
t1917_diabetes_2_age	1917	diabetes_2_age	How old have you been when the second diabetes occured?	9999999	missing		continuous	QUPG	question form popgen
t1922_antibiotics_6_weeks	1922	antibiotics_6_weeks	Have you been treated with antibiotics during the last 6 weeks?	1	yes		discrete	QUPG	question form popgen
t1922_antibiotics_6_weeks	1922	antibiotics_6_weeks	Have you been treated with antibiotics during the last 6 weeks?	2	no		discrete	QUPG	question form popgen
t1922_antibiotics_6_weeks	1922	antibiotics_6_weeks	Have you been treated with antibiotics during the last 6 weeks?	3	do not know		discrete	QUPG	question form popgen
t1922_antibiotics_6_weeks	1922	antibiotics_6_weeks	Have you been treated with antibiotics during the last 6 weeks?	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t1922_antibiotics_6_weeks	1922	antibiotics_6_weeks	Have you been treated with antibiotics during the last 6 weeks?	9999999	missing		discrete	QUPG	question form popgen
t13295_medicament4_C	13295	medicament4_C	Which medicaments do you take regularly? (4)	1	hormone preparations		discrete	QUPG	question form popgen
t13295_medicament4_C	13295	medicament4_C	Which medicaments do you take regularly? (4)	2	birth control pill		discrete	QUPG	question form popgen
t13295_medicament4_C	13295	medicament4_C	Which medicaments do you take regularly? (4)	3	cortisone		discrete	QUPG	question form popgen
t13295_medicament4_C	13295	medicament4_C	Which medicaments do you take regularly? (4)	4	pain medication		discrete	QUPG	question form popgen
t13295_medicament4_C	13295	medicament4_C	Which medicaments do you take regularly? (4)	5	other (see Excel file)		discrete	QUPG	question form popgen
t13295_medicament4_C	13295	medicament4_C	Which medicaments do you take regularly? (4)	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t13295_medicament4_C	13295	medicament4_C	Which medicaments do you take regularly? (4)	9999999	missing		discrete	QUPG	question form popgen
t13296_medicament_since_4	13296	medicament_since_4	Since when (year) do you take the medicament? (4)	1900 - 2030			continuous	QUPG	question form popgen
t13296_medicament_since_4	13296	medicament_since_4	Since when (year) do you take the medicament? (4)	7777777	unreadable/inconsistent		continuous	QUPG	question form popgen
t13296_medicament_since_4	13296	medicament_since_4	Since when (year) do you take the medicament? (4)	9999999	missing		continuous	QUPG	question form popgen
t13297_liver_disease_D	13297	liver_disease_D	Which liver disease has been diagnosed?	1	hepatitis		discrete	QUPG	question form popgen
t13297_liver_disease_D	13297	liver_disease_D	Which liver disease has been diagnosed?	2	autoimmune hepatitis		discrete	QUPG	question form popgen
t13297_liver_disease_D	13297	liver_disease_D	Which liver disease has been diagnosed?	3	primary biliary cirrhosis		discrete	QUPG	question form popgen
t13297_liver_disease_D	13297	liver_disease_D	Which liver disease has been diagnosed?	4	primary sclerosing cholangitis		discrete	QUPG	question form popgen
t13297_liver_disease_D	13297	liver_disease_D	Which liver disease has been diagnosed?	5	autoimmune hep. + PBC		discrete	QUPG	question form popgen
t13297_liver_disease_D	13297	liver_disease_D	Which liver disease has been diagnosed?	6	autoimmune hep. + PSC		discrete	QUPG	question form popgen
t13297_liver_disease_D	13297	liver_disease_D	Which liver disease has been diagnosed?	7	fatty liver		discrete	QUPG	question form popgen
t13297_liver_disease_D	13297	liver_disease_D	Which liver disease has been diagnosed?	8	cirrhosis		discrete	QUPG	question form popgen
t13297_liver_disease_D	13297	liver_disease_D	Which liver disease has been diagnosed?	9	other (see Excel file)		discrete	QUPG	question form popgen
t13297_liver_disease_D	13297	liver_disease_D	Which liver disease has been diagnosed?	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t13297_liver_disease_D	13297	liver_disease_D	Which liver disease has been diagnosed?	9999999	missing		discrete	QUPG	question form popgen
t13298_liver_disease2_D	13298	liver_disease2_D	Which liver disease has been diagnosed? (2)	1	hepatitis		discrete	QUPG	question form popgen
t13298_liver_disease2_D	13298	liver_disease2_D	Which liver disease has been diagnosed? (2)	2	autoimmune hepatitis		discrete	QUPG	question form popgen
t13298_liver_disease2_D	13298	liver_disease2_D	Which liver disease has been diagnosed? (2)	3	primary biliary cirrhosis		discrete	QUPG	question form popgen
t13298_liver_disease2_D	13298	liver_disease2_D	Which liver disease has been diagnosed? (2)	4	primary sclerosing cholangitis		discrete	QUPG	question form popgen
t13298_liver_disease2_D	13298	liver_disease2_D	Which liver disease has been diagnosed? (2)	5	autoimmune hep. + PBC		discrete	QUPG	question form popgen
t13298_liver_disease2_D	13298	liver_disease2_D	Which liver disease has been diagnosed? (2)	6	autoimmune hep. + PSC		discrete	QUPG	question form popgen
t13298_liver_disease2_D	13298	liver_disease2_D	Which liver disease has been diagnosed? (2)	7	fatty liver		discrete	QUPG	question form popgen
t13298_liver_disease2_D	13298	liver_disease2_D	Which liver disease has been diagnosed? (2)	8	cirrhosis		discrete	QUPG	question form popgen
t13298_liver_disease2_D	13298	liver_disease2_D	Which liver disease has been diagnosed? (2)	9	other (see Excel file)		discrete	QUPG	question form popgen
t13298_liver_disease2_D	13298	liver_disease2_D	Which liver disease has been diagnosed? (2)	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t13298_liver_disease2_D	13298	liver_disease2_D	Which liver disease has been diagnosed? (2)	9999999	missing		discrete	QUPG	question form popgen
t13299_liver_disease3_D	13299	liver_disease3_D	Which liver disease has been diagnosed? (3)	1	hepatitis		discrete	QUPG	question form popgen
t13299_liver_disease3_D	13299	liver_disease3_D	Which liver disease has been diagnosed? (3)	2	autoimmune hepatitis		discrete	QUPG	question form popgen
t13299_liver_disease3_D	13299	liver_disease3_D	Which liver disease has been diagnosed? (3)	3	primary biliary cirrhosis		discrete	QUPG	question form popgen
t13299_liver_disease3_D	13299	liver_disease3_D	Which liver disease has been diagnosed? (3)	4	primary sclerosing cholangitis		discrete	QUPG	question form popgen
t13299_liver_disease3_D	13299	liver_disease3_D	Which liver disease has been diagnosed? (3)	5	autoimmune hep. + PBC		discrete	QUPG	question form popgen
t13299_liver_disease3_D	13299	liver_disease3_D	Which liver disease has been diagnosed? (3)	6	autoimmune hep. + PSC		discrete	QUPG	question form popgen
t13299_liver_disease3_D	13299	liver_disease3_D	Which liver disease has been diagnosed? (3)	7	fatty liver		discrete	QUPG	question form popgen
t13299_liver_disease3_D	13299	liver_disease3_D	Which liver disease has been diagnosed? (3)	8	cirrhosis		discrete	QUPG	question form popgen
t13299_liver_disease3_D	13299	liver_disease3_D	Which liver disease has been diagnosed? (3)	9	other (see Excel file)		discrete	QUPG	question form popgen
t13299_liver_disease3_D	13299	liver_disease3_D	Which liver disease has been diagnosed? (3)	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t13299_liver_disease3_D	13299	liver_disease3_D	Which liver disease has been diagnosed? (3)	9999999	missing		discrete	QUPG	question form popgen
t13300_liver_disease3_year	13300	liver_disease3_year	Which year did the third liver disease occur?	1900 - 2030			continuous	QUPG	question form popgen
t13300_liver_disease3_year	13300	liver_disease3_year	Which year did the third liver disease occur?	7777777	unreadable/inconsistent		continuous	QUPG	question form popgen
t13300_liver_disease3_year	13300	liver_disease3_year	Which year did the third liver disease occur?	9999999	missing		continuous	QUPG	question form popgen
t13302_liver_disease4_D	13302	liver_disease4_D	Which liver disease has been diagnosed? (4)	1	hepatitis		discrete	QUPG	question form popgen
t13302_liver_disease4_D	13302	liver_disease4_D	Which liver disease has been diagnosed? (4)	2	autoimmune hepatitis		discrete	QUPG	question form popgen
t13302_liver_disease4_D	13302	liver_disease4_D	Which liver disease has been diagnosed? (4)	3	primary biliary cirrhosis		discrete	QUPG	question form popgen
t13302_liver_disease4_D	13302	liver_disease4_D	Which liver disease has been diagnosed? (4)	4	primary sclerosing cholangitis		discrete	QUPG	question form popgen
t13302_liver_disease4_D	13302	liver_disease4_D	Which liver disease has been diagnosed? (4)	5	autoimmune hep. + PBC		discrete	QUPG	question form popgen
t13302_liver_disease4_D	13302	liver_disease4_D	Which liver disease has been diagnosed? (4)	6	autoimmune hep. + PSC		discrete	QUPG	question form popgen
t13302_liver_disease4_D	13302	liver_disease4_D	Which liver disease has been diagnosed? (4)	7	fatty liver		discrete	QUPG	question form popgen
t13302_liver_disease4_D	13302	liver_disease4_D	Which liver disease has been diagnosed? (4)	8	cirrhosis		discrete	QUPG	question form popgen
t13302_liver_disease4_D	13302	liver_disease4_D	Which liver disease has been diagnosed? (4)	9	other (see Excel file)		discrete	QUPG	question form popgen
t13302_liver_disease4_D	13302	liver_disease4_D	Which liver disease has been diagnosed? (4)	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t13302_liver_disease4_D	13302	liver_disease4_D	Which liver disease has been diagnosed? (4)	9999999	missing		discrete	QUPG	question form popgen
t13303_liver_disease4_year	13303	liver_disease4_year	Which year did the fourth liver disease occur?	1900 - 2030			continuous	QUPG	question form popgen
t13303_liver_disease4_year	13303	liver_disease4_year	Which year did the fourth liver disease occur?	7777777	unreadable/inconsistent		continuous	QUPG	question form popgen
t13303_liver_disease4_year	13303	liver_disease4_year	Which year did the fourth liver disease occur?	9999999	missing		continuous	QUPG	question form popgen
t13304_liver_disease4_age	13304	liver_disease4_age	How old have you been when the fourth liver disease occured?	0 - 120			continuous	QUPG	question form popgen
t13304_liver_disease4_age	13304	liver_disease4_age	How old have you been when the fourth liver disease occured?	7777777	unreadable/inconsistent		continuous	QUPG	question form popgen
t13304_liver_disease4_age	13304	liver_disease4_age	How old have you been when the fourth liver disease occured?	9999999	missing		continuous	QUPG	question form popgen
t13305_liver_disease5_D	13305	liver_disease5_D	Which liver disease has been diagnosed? (5)	1	hepatitis		discrete	QUPG	question form popgen
t13305_liver_disease5_D	13305	liver_disease5_D	Which liver disease has been diagnosed? (5)	2	autoimmune hepatitis		discrete	QUPG	question form popgen
t13305_liver_disease5_D	13305	liver_disease5_D	Which liver disease has been diagnosed? (5)	3	primary biliary cirrhosis		discrete	QUPG	question form popgen
t13305_liver_disease5_D	13305	liver_disease5_D	Which liver disease has been diagnosed? (5)	4	primary sclerosing cholangitis		discrete	QUPG	question form popgen
t13305_liver_disease5_D	13305	liver_disease5_D	Which liver disease has been diagnosed? (5)	5	autoimmune hep. + PBC		discrete	QUPG	question form popgen
t13305_liver_disease5_D	13305	liver_disease5_D	Which liver disease has been diagnosed? (5)	6	autoimmune hep. + PSC		discrete	QUPG	question form popgen
t13305_liver_disease5_D	13305	liver_disease5_D	Which liver disease has been diagnosed? (5)	7	fatty liver		discrete	QUPG	question form popgen
t13305_liver_disease5_D	13305	liver_disease5_D	Which liver disease has been diagnosed? (5)	8	cirrhosis		discrete	QUPG	question form popgen
t13305_liver_disease5_D	13305	liver_disease5_D	Which liver disease has been diagnosed? (5)	9	other (see Excel file)		discrete	QUPG	question form popgen
t13305_liver_disease5_D	13305	liver_disease5_D	Which liver disease has been diagnosed? (5)	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t13305_liver_disease5_D	13305	liver_disease5_D	Which liver disease has been diagnosed? (5)	9999999	missing		discrete	QUPG	question form popgen
t13306_liver_disease5_year	13306	liver_disease5_year	Which year did the fifth liver disease occur?	1900 - 2030			continuous	QUPG	question form popgen
t13306_liver_disease5_year	13306	liver_disease5_year	Which year did the fifth liver disease occur?	7777777	unreadable/inconsistent		continuous	QUPG	question form popgen
t13306_liver_disease5_year	13306	liver_disease5_year	Which year did the fifth liver disease occur?	9999999	missing		continuous	QUPG	question form popgen
t13314_small_duct_PSC	13314	small_duct_PSC	Are only the small biliary tracts affected by PSC (small duct PSC)?	0	unknown		discrete	QUPG	question form popgen
t13314_small_duct_PSC	13314	small_duct_PSC	Are only the small biliary tracts affected by PSC (small duct PSC)?	1	yes, small duct PSC		discrete	QUPG	question form popgen
t13314_small_duct_PSC	13314	small_duct_PSC	Are only the small biliary tracts affected by PSC (small duct PSC)?	2	also large duct affected		discrete	QUPG	question form popgen
t13314_small_duct_PSC	13314	small_duct_PSC	Are only the small biliary tracts affected by PSC (small duct PSC)?	3	do not know		discrete	QUPG	question form popgen
t13314_small_duct_PSC	13314	small_duct_PSC	Are only the small biliary tracts affected by PSC (small duct PSC)?	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t13314_small_duct_PSC	13314	small_duct_PSC	Are only the small biliary tracts affected by PSC (small duct PSC)?	9999999	missing		discrete	QUPG	question form popgen
t13316_liver_transplant	13316	liver_transplant	Was a liver transplantation carried out?	0	unknown		discrete	QUPG	question form popgen
t13316_liver_transplant	13316	liver_transplant	Was a liver transplantation carried out?	1	yes		discrete	QUPG	question form popgen
t13316_liver_transplant	13316	liver_transplant	Was a liver transplantation carried out?	2	no		discrete	QUPG	question form popgen
t13316_liver_transplant	13316	liver_transplant	Was a liver transplantation carried out?	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t13316_liver_transplant	13316	liver_transplant	Was a liver transplantation carried out?	9999999	missing		discrete	QUPG	question form popgen
t13356_bowel_cancer_or_susp	13356	bowel_cancer_or_susp	Have you been diagnosed with bowel cancer or is bowel cancer suspected?	1	yes		discrete	QUPG	question form popgen
t13356_bowel_cancer_or_susp	13356	bowel_cancer_or_susp	Have you been diagnosed with bowel cancer or is bowel cancer suspected?	2	no		discrete	QUPG	question form popgen
t13356_bowel_cancer_or_susp	13356	bowel_cancer_or_susp	Have you been diagnosed with bowel cancer or is bowel cancer suspected?	3	suspicion		discrete	QUPG	question form popgen
t13356_bowel_cancer_or_susp	13356	bowel_cancer_or_susp	Have you been diagnosed with bowel cancer or is bowel cancer suspected?	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t13356_bowel_cancer_or_susp	13356	bowel_cancer_or_susp	Have you been diagnosed with bowel cancer or is bowel cancer suspected?	9999999	missing		discrete	QUPG	question form popgen
t13364_immunosuppress_12m	13364	immunosuppress_12m	Did you take immunosuppressives due to your PSC and/ or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	1	yes		discrete	QUPG	question form popgen
t13364_immunosuppress_12m	13364	immunosuppress_12m	Did you take immunosuppressives due to your PSC and/ or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	2	no		discrete	QUPG	question form popgen
t13364_immunosuppress_12m	13364	immunosuppress_12m	Did you take immunosuppressives due to your PSC and/ or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t13364_immunosuppress_12m	13364	immunosuppress_12m	Did you take immunosuppressives due to your PSC and/ or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	9999999	missing		discrete	QUPG	question form popgen
t13365_immunosuppres_dosage	13365	immunosuppres_dosage	Please state the dosage of the immunosuppressives.	1	exists (see Excel file)		discrete	QUPG	question form popgen
t13365_immunosuppres_dosage	13365	immunosuppres_dosage	Please state the dosage of the immunosuppressives.	2	not stated		discrete	QUPG	question form popgen
t13365_immunosuppres_dosage	13365	immunosuppres_dosage	Please state the dosage of the immunosuppressives.	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t13365_immunosuppres_dosage	13365	immunosuppres_dosage	Please state the dosage of the immunosuppressives.	9999999	missing		discrete	QUPG	question form popgen
t13366_laxatives	13366	laxatives	Did you take laxatives (like Dulcolax) due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	1	yes		discrete	QUPG	question form popgen
t13366_laxatives	13366	laxatives	Did you take laxatives (like Dulcolax) due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	2	no		discrete	QUPG	question form popgen
t13366_laxatives	13366	laxatives	Did you take laxatives (like Dulcolax) due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t13366_laxatives	13366	laxatives	Did you take laxatives (like Dulcolax) due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	9999999	missing		discrete	QUPG	question form popgen
t13367_antidiarrhetics_12m	13367	antidiarrhetics_12m	Did you take antidiarrhetics (like Immodium, Loperamid) due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	1	yes		discrete	QUPG	question form popgen
t13367_antidiarrhetics_12m	13367	antidiarrhetics_12m	Did you take antidiarrhetics (like Immodium, Loperamid) due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	2	no		discrete	QUPG	question form popgen
t13367_antidiarrhetics_12m	13367	antidiarrhetics_12m	Did you take antidiarrhetics (like Immodium, Loperamid) due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t13367_antidiarrhetics_12m	13367	antidiarrhetics_12m	Did you take antidiarrhetics (like Immodium, Loperamid) due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	9999999	missing		discrete	QUPG	question form popgen
t13368_ursodesoxycholacid	13368	ursodesoxycholacid	Did you take the medicament Ursodesoxycholacid (UDCA) due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	0	unknown		discrete	QUPG	question form popgen
t13368_ursodesoxycholacid	13368	ursodesoxycholacid	Did you take the medicament Ursodesoxycholacid (UDCA) due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	1	yes		discrete	QUPG	question form popgen
t13368_ursodesoxycholacid	13368	ursodesoxycholacid	Did you take the medicament Ursodesoxycholacid (UDCA) due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	2	no		discrete	QUPG	question form popgen
t13368_ursodesoxycholacid	13368	ursodesoxycholacid	Did you take the medicament Ursodesoxycholacid (UDCA) due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t13368_ursodesoxycholacid	13368	ursodesoxycholacid	Did you take the medicament Ursodesoxycholacid (UDCA) due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	9999999	missing		discrete	QUPG	question form popgen
t13369_UDCA_dosage	13369	UDCA_dosage	Please state the dosage of the ursodesoxycholacid (UDCA).	1	exists (see Excel file)		discrete	QUPG	question form popgen
t13369_UDCA_dosage	13369	UDCA_dosage	Please state the dosage of the ursodesoxycholacid (UDCA).	2	not stated		discrete	QUPG	question form popgen
t13369_UDCA_dosage	13369	UDCA_dosage	Please state the dosage of the ursodesoxycholacid (UDCA).	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t13369_UDCA_dosage	13369	UDCA_dosage	Please state the dosage of the ursodesoxycholacid (UDCA).	9999999	missing		discrete	QUPG	question form popgen
t13371_last_coloscopy_month	13371	last_coloscopy_month	In which month did you have your last coloscopy?	1 - 12			continuous	QUPG	question form popgen
t13371_last_coloscopy_month	13371	last_coloscopy_month	In which month did you have your last coloscopy?	7777777	unreadable/inconsistent		continuous	QUPG	question form popgen
t13371_last_coloscopy_month	13371	last_coloscopy_month	In which month did you have your last coloscopy?	9999999	missing		continuous	QUPG	question form popgen
t13372_last_coloscopy_year	13372	last_coloscopy_year	In which year did you have your last coloscopy?	1900 - 2030			continuous	QUPG	question form popgen
t13372_last_coloscopy_year	13372	last_coloscopy_year	In which year did you have your last coloscopy?	7777777	unreadable/inconsistent		continuous	QUPG	question form popgen
t13372_last_coloscopy_year	13372	last_coloscopy_year	In which year did you have your last coloscopy?	9999999	missing		continuous	QUPG	question form popgen
t13373_last_coloscopy_age	13373	last_coloscopy_age	How old were you when you had your last coloscopy?	0 - 120			continuous	QUPG	question form popgen
t13373_last_coloscopy_age	13373	last_coloscopy_age	How old were you when you had your last coloscopy?	7777777	unreadable/inconsistent		continuous	QUPG	question form popgen
t13373_last_coloscopy_age	13373	last_coloscopy_age	How old were you when you had your last coloscopy?	9999999	missing		continuous	QUPG	question form popgen
t13374_bowel_part_inflamed1	13374	bowel_part_inflamed1	Which parts of your bowel were inflamed at the last coloscopy? (1)	0	unknown		discrete	QUPG	question form popgen
t13374_bowel_part_inflamed1	13374	bowel_part_inflamed1	Which parts of your bowel were inflamed at the last coloscopy? (1)	1	small intestine		discrete	QUPG	question form popgen
t13374_bowel_part_inflamed1	13374	bowel_part_inflamed1	Which parts of your bowel were inflamed at the last coloscopy? (1)	2	transition sm. intest./colon		discrete	QUPG	question form popgen
t13374_bowel_part_inflamed1	13374	bowel_part_inflamed1	Which parts of your bowel were inflamed at the last coloscopy? (1)	3	Pancolitis		discrete	QUPG	question form popgen
t13374_bowel_part_inflamed1	13374	bowel_part_inflamed1	Which parts of your bowel were inflamed at the last coloscopy? (1)	4	rectum		discrete	QUPG	question form popgen
t13374_bowel_part_inflamed1	13374	bowel_part_inflamed1	Which parts of your bowel were inflamed at the last coloscopy? (1)	5	parts of colon		discrete	QUPG	question form popgen
t13374_bowel_part_inflamed1	13374	bowel_part_inflamed1	Which parts of your bowel were inflamed at the last coloscopy? (1)	6	no inflammation		discrete	QUPG	question form popgen
t13374_bowel_part_inflamed1	13374	bowel_part_inflamed1	Which parts of your bowel were inflamed at the last coloscopy? (1)	7	do not know		discrete	QUPG	question form popgen
t13374_bowel_part_inflamed1	13374	bowel_part_inflamed1	Which parts of your bowel were inflamed at the last coloscopy? (1)	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t13374_bowel_part_inflamed1	13374	bowel_part_inflamed1	Which parts of your bowel were inflamed at the last coloscopy? (1)	9999999	missing		discrete	QUPG	question form popgen
t13375_bowel_part_inflamed2	13375	bowel_part_inflamed2	Which parts of your bowel were inflamed at the last coloscopy? (2)	0	unknown		discrete	QUPG	question form popgen
t13375_bowel_part_inflamed2	13375	bowel_part_inflamed2	Which parts of your bowel were inflamed at the last coloscopy? (2)	1	small intestine		discrete	QUPG	question form popgen
t13375_bowel_part_inflamed2	13375	bowel_part_inflamed2	Which parts of your bowel were inflamed at the last coloscopy? (2)	2	transition sm. intest./colon		discrete	QUPG	question form popgen
t13375_bowel_part_inflamed2	13375	bowel_part_inflamed2	Which parts of your bowel were inflamed at the last coloscopy? (2)	3	Pancolitis		discrete	QUPG	question form popgen
t13375_bowel_part_inflamed2	13375	bowel_part_inflamed2	Which parts of your bowel were inflamed at the last coloscopy? (2)	4	rectum		discrete	QUPG	question form popgen
t13375_bowel_part_inflamed2	13375	bowel_part_inflamed2	Which parts of your bowel were inflamed at the last coloscopy? (2)	5	parts of colon		discrete	QUPG	question form popgen
t13375_bowel_part_inflamed2	13375	bowel_part_inflamed2	Which parts of your bowel were inflamed at the last coloscopy? (2)	6	no inflammation		discrete	QUPG	question form popgen
t13375_bowel_part_inflamed2	13375	bowel_part_inflamed2	Which parts of your bowel were inflamed at the last coloscopy? (2)	7	do not know		discrete	QUPG	question form popgen
t13375_bowel_part_inflamed2	13375	bowel_part_inflamed2	Which parts of your bowel were inflamed at the last coloscopy? (2)	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t13375_bowel_part_inflamed2	13375	bowel_part_inflamed2	Which parts of your bowel were inflamed at the last coloscopy? (2)	9999999	missing		discrete	QUPG	question form popgen
t13376_bowel_part_inflamed3	13376	bowel_part_inflamed3	Which parts of your bowel were inflamed at the last coloscopy? (3)	0	unknown		discrete	QUPG	question form popgen
